,carType,year
14025,ICE,2016
14026,ICE,2016
14027,ICE,2016
14028,ICE,2016
14029,ICE,2016
14030,ICE,2016
14031,ICE,2016
14032,ICE,2016
14033,ICE,2016
14034,ICE,2016
14035,ICE,2016
14036,ICE,2016
14037,ICE,2016
14038,ICE,2017
14039,ICE,2017
14040,ICE,2017
14041,ICE,2017
14042,ICE,2017
14043,ICE,2017
14044,ICE,2017
14045,EV,2017
14046,ICE,2017
14047,ICE,2017
14048,ICE,2017
14049,ICE,2017
14050,ICE,2017
14051,ICE,2017
14052,EV,2017
14053,ICE,2017
14054,ICE,2017
14055,ICE,2017
14056,ICE,2017
14057,ICE,2017
14058,ICE,2018
14059,ICE,2018
14060,ICE,2018
14061,ICE,2018
14062,ICE,2018
14063,ICE,2018
14064,ICE,2018
14065,ICE,2018
14066,ICE,2018
14067,ICE,2018
14068,ICE,2018
14069,ICE,2018
14070,ICE,2018
14071,ICE,2018
14072,ICE,2018
14073,ICE,2018
14074,ICE,2018
14075,ICE,2018
14076,ICE,2018
14077,ICE,2018
14078,EV,2019
14079,ICE,2019
14080,ICE,2019
14081,ICE,2019
14082,ICE,2019
14083,ICE,2019
14084,ICE,2019
14085,ICE,2019
14086,ICE,2019
14087,ICE,2019
14088,ICE,2019
14089,ICE,2019
14090,ICE,2019
14091,ICE,2019
14092,EV,2019
14093,ICE,2019
14094,ICE,2019
14095,ICE,2019
14096,ICE,2019
14097,ICE,2019
14098,ICE,2020
14099,ICE,2020
14100,ICE,2020
14101,ICE,2020
14102,ICE,2020
14103,ICE,2020
14104,ICE,2020
14105,ICE,2020
14106,ICE,2020
14107,ICE,2020
14108,ICE,2020
14109,ICE,2020
14110,ICE,2020
14111,ICE,2020
14112,ICE,2020
14113,ICE,2020
14114,ICE,2020
14115,ICE,2020
14116,ICE,2020
14117,ICE,2020
14118,EV,2021
14119,ICE,2021
14120,ICE,2021
14121,ICE,2021
14122,ICE,2021
14123,ICE,2021
14124,EV,2021
14125,ICE,2021
14126,ICE,2021
14127,ICE,2021
14128,ICE,2021
14129,EV,2021
14130,ICE,2021
14131,EV,2021
14132,ICE,2021
14133,ICE,2021
14134,ICE,2021
14135,ICE,2021
14136,ICE,2021
14137,ICE,2021
14138,ICE,2011
14139,ICE,2011
14140,ICE,2011
14141,ICE,2011
14142,ICE,2011
14143,ICE,2011
14144,ICE,2011
14145,ICE,2011
14146,ICE,2011
14147,ICE,2011
14148,ICE,2011
14149,ICE,2011
14150,ICE,2011
14151,ICE,2011
14152,ICE,2011
14153,ICE,2011
14154,ICE,2011
14155,ICE,2011
14156,ICE,2011
14157,ICE,2011
14158,ICE,2012
14159,ICE,2012
14160,ICE,2012
14161,ICE,2012
14162,ICE,2012
14163,ICE,2012
14164,ICE,2012
14165,ICE,2012
14166,ICE,2012
14167,ICE,2012
14168,ICE,2012
14169,ICE,2012
14170,ICE,2012
14171,ICE,2012
14172,ICE,2012
14173,ICE,2012
14174,ICE,2012
14175,ICE,2012
14176,ICE,2012
14177,ICE,2012
14178,ICE,2013
14179,ICE,2013
14180,ICE,2013
14181,ICE,2013
14182,ICE,2013
14183,ICE,2013
14184,ICE,2013
14185,ICE,2013
14186,ICE,2013
14187,ICE,2013
14188,ICE,2013
14189,ICE,2013
14190,ICE,2013
14191,ICE,2013
14192,ICE,2013
14193,ICE,2013
14194,ICE,2013
14195,ICE,2013
14196,ICE,2013
14197,ICE,2013
14198,ICE,2014
14199,ICE,2014
14200,ICE,2014
14201,ICE,2014
14202,ICE,2014
14203,ICE,2014
14204,ICE,2014
14205,ICE,2014
14206,ICE,2014
14207,ICE,2014
14208,ICE,2014
14209,ICE,2014
14210,ICE,2014
14211,ICE,2014
14212,ICE,2014
14213,ICE,2014
14214,ICE,2014
14215,ICE,2014
14216,ICE,2014
14217,ICE,2014
14218,ICE,2015
14219,ICE,2015
14220,ICE,2015
14221,ICE,2015
14222,ICE,2015
14223,ICE,2015
14224,ICE,2015
14225,ICE,2015
14226,ICE,2015
14227,ICE,2015
14228,ICE,2015
14229,ICE,2015
14230,ICE,2015
14231,ICE,2015
14232,ICE,2015
14233,ICE,2015
14234,ICE,2015
14235,ICE,2015
14236,ICE,2015
14237,ICE,2016
14238,ICE,2016
14239,ICE,2016
14240,ICE,2016
14241,ICE,2016
14242,ICE,2016
14243,ICE,2016
14244,ICE,2016
14245,ICE,2016
14246,ICE,2016
14247,ICE,2016
14248,ICE,2016
14249,ICE,2016
14250,ICE,2016
14251,ICE,2016
14252,ICE,2016
14253,ICE,2016
14254,ICE,2016
14255,ICE,2016
14256,ICE,2017
14257,ICE,2017
14258,ICE,2017
14259,ICE,2017
14260,ICE,2017
14261,ICE,2017
14262,ICE,2017
14263,ICE,2017
14264,ICE,2017
14265,ICE,2017
14266,ICE,2017
14267,ICE,2017
14268,ICE,2017
14269,ICE,2017
14270,ICE,2017
14271,ICE,2017
14272,ICE,2017
14273,ICE,2017
14274,ICE,2017
14275,ICE,2017
14276,ICE,2018
14277,ICE,2018
14278,ICE,2018
14279,ICE,2018
14280,ICE,2018
14281,ICE,2018
14282,ICE,2018
14283,ICE,2018
14284,ICE,2018
14285,ICE,2018
14286,ICE,2018
14287,ICE,2018
14288,ICE,2018
14289,ICE,2018
14290,ICE,2018
14291,ICE,2018
14292,ICE,2018
14293,ICE,2018
14294,ICE,2018
14295,ICE,2018
14296,ICE,2019
14297,ICE,2019
14298,EV,2019
14299,ICE,2019
14300,ICE,2019
14301,ICE,2019
14302,ICE,2019
14303,ICE,2019
14304,ICE,2019
14305,ICE,2019
14306,ICE,2019
14307,ICE,2019
14308,ICE,2019
14309,ICE,2019
14310,ICE,2019
14311,ICE,2019
14312,ICE,2019
14313,ICE,2019
14314,ICE,2019
14315,ICE,2019
14316,EV,2020
14317,ICE,2020
14318,ICE,2020
14319,ICE,2020
14320,EV,2020
14321,ICE,2020
14322,EV,2020
14323,ICE,2020
14324,EV,2020
14325,ICE,2020
14326,ICE,2020
14327,ICE,2020
14328,ICE,2020
14329,ICE,2020
14330,EV,2020
14331,ICE,2020
14332,ICE,2020
14333,EV,2020
14334,ICE,2020
14335,ICE,2020
14336,ICE,2021
14337,ICE,2021
14338,EV,2021
14339,ICE,2021
14340,ICE,2021
14341,ICE,2021
14342,ICE,2021
14343,ICE,2021
14344,ICE,2021
14345,ICE,2021
14346,ICE,2021
14347,ICE,2021
14348,ICE,2021
14349,ICE,2021
14350,ICE,2021
14351,ICE,2021
14352,ICE,2021
14353,ICE,2021
14354,ICE,2021
14355,ICE,2021
14356,ICE,2011
14357,ICE,2011
14358,ICE,2011
14359,ICE,2011
14360,ICE,2011
14361,ICE,2011
14362,ICE,2011
14363,ICE,2011
14364,ICE,2011
14365,ICE,2011
14366,ICE,2011
14367,ICE,2011
14368,ICE,2011
14369,ICE,2011
14370,ICE,2011
14371,ICE,2011
14372,ICE,2011
14373,ICE,2011
14374,ICE,2011
14375,ICE,2011
14376,ICE,2012
14377,ICE,2012
14378,ICE,2012
14379,ICE,2012
14380,ICE,2012
14381,ICE,2012
14382,ICE,2012
14383,ICE,2012
14384,ICE,2012
14385,ICE,2012
14386,ICE,2012
14387,ICE,2012
14388,ICE,2012
14389,ICE,2012
14390,ICE,2012
14391,ICE,2012
14392,ICE,2012
14393,ICE,2012
14394,ICE,2012
14395,ICE,2012
14396,ICE,2013
14397,ICE,2013
14398,ICE,2013
14399,ICE,2013
14400,ICE,2013
14401,ICE,2013
14402,ICE,2013
14403,ICE,2013
14404,ICE,2013
14405,ICE,2013
14406,ICE,2013
14407,ICE,2013
14408,ICE,2013
14409,ICE,2013
14410,ICE,2013
14411,ICE,2013
14412,ICE,2013
14413,ICE,2013
14414,ICE,2013
14415,ICE,2013
14416,ICE,2014
14417,ICE,2014
14418,ICE,2014
14419,ICE,2014
14420,ICE,2014
14421,ICE,2014
14422,ICE,2014
14423,ICE,2014
14424,ICE,2014
14425,ICE,2014
14426,ICE,2014
14427,EV,2014
14428,ICE,2014
14429,ICE,2014
14430,ICE,2014
14431,ICE,2014
14432,ICE,2014
14433,ICE,2014
14434,ICE,2014
14435,ICE,2015
14436,ICE,2015
14437,ICE,2015
14438,ICE,2015
14439,ICE,2015
14440,ICE,2015
14441,ICE,2015
14442,ICE,2015
14443,ICE,2015
14444,ICE,2015
14445,ICE,2015
14446,ICE,2015
14447,ICE,2015
14448,ICE,2015
14449,ICE,2015
14450,ICE,2015
14451,ICE,2015
14452,ICE,2015
14453,ICE,2015
14454,ICE,2016
14455,ICE,2016
14456,ICE,2016
14457,ICE,2016
14458,ICE,2016
14459,ICE,2016
14460,ICE,2016
14461,ICE,2016
14462,ICE,2016
14463,ICE,2016
14464,ICE,2016
14465,ICE,2016
14466,ICE,2016
14467,ICE,2016
14468,ICE,2016
14469,ICE,2016
14470,ICE,2016
14471,ICE,2016
14472,ICE,2016
14473,ICE,2016
14474,ICE,2017
14475,ICE,2017
14476,ICE,2017
14477,ICE,2017
14478,ICE,2017
14479,ICE,2017
14480,ICE,2017
14481,ICE,2017
14482,ICE,2017
14483,ICE,2017
14484,ICE,2017
14485,ICE,2017
14486,ICE,2017
14487,ICE,2017
14488,ICE,2017
14489,ICE,2017
14490,ICE,2017
14491,ICE,2017
14492,ICE,2017
14493,ICE,2017
14494,ICE,2018
14495,ICE,2018
14496,ICE,2018
14497,ICE,2018
14498,ICE,2018
14499,EV,2018
14500,ICE,2018
14501,ICE,2018
14502,ICE,2018
14503,ICE,2018
14504,ICE,2018
14505,ICE,2018
14506,ICE,2018
14507,ICE,2018
14508,ICE,2018
14509,ICE,2018
14510,ICE,2018
14511,ICE,2019
14512,ICE,2019
14513,ICE,2019
14514,ICE,2019
14515,EV,2019
14516,ICE,2019
14517,ICE,2019
14518,ICE,2019
14519,ICE,2019
14520,ICE,2019
14521,ICE,2019
14522,ICE,2019
14523,ICE,2019
14524,ICE,2019
14525,ICE,2019
14526,ICE,2019
14527,ICE,2019
14528,ICE,2019
14529,ICE,2020
14530,ICE,2020
14532,ICE,2020
14533,ICE,2020
14534,ICE,2020
14535,ICE,2020
14536,ICE,2020
14537,ICE,2020
14538,ICE,2020
14539,ICE,2020
14540,ICE,2020
14541,ICE,2020
14542,ICE,2020
14543,ICE,2020
14544,EV,2020
14546,ICE,2020
14547,ICE,2020
14548,ICE,2020
14549,ICE,2021
14550,ICE,2021
14551,ICE,2021
14552,ICE,2021
14553,ICE,2021
14554,ICE,2021
14555,ICE,2021
14556,ICE,2021
14557,ICE,2021
14558,ICE,2021
14559,EV,2021
14560,ICE,2021
14561,ICE,2021
14562,ICE,2021
14563,ICE,2021
14564,ICE,2021
14565,ICE,2021
14566,ICE,2021
14567,ICE,2021
14568,ICE,2021
14569,ICE,2011
14570,ICE,2011
14571,ICE,2011
14572,ICE,2011
14573,ICE,2011
14574,ICE,2011
14575,ICE,2011
14576,ICE,2011
14577,ICE,2011
14578,ICE,2011
14579,ICE,2011
14580,ICE,2011
14581,ICE,2011
14582,ICE,2011
14583,ICE,2011
14584,ICE,2011
14585,ICE,2011
14586,ICE,2011
14587,ICE,2011
14588,ICE,2012
14589,ICE,2012
14590,ICE,2012
14591,ICE,2012
14592,ICE,2012
14593,ICE,2012
14594,ICE,2012
14595,ICE,2012
14596,ICE,2012
14597,ICE,2012
14598,ICE,2012
14599,ICE,2012
14600,ICE,2012
14601,ICE,2012
14602,ICE,2012
14603,ICE,2012
14605,ICE,2012
14606,ICE,2012
14607,ICE,2012
14608,ICE,2013
14609,ICE,2013
14610,ICE,2013
14611,ICE,2013
14612,ICE,2013
14613,ICE,2013
14614,ICE,2013
14615,ICE,2013
14616,ICE,2013
14617,ICE,2013
14618,ICE,2013
14619,ICE,2013
14620,ICE,2013
14621,ICE,2013
14622,ICE,2013
14623,ICE,2013
14624,ICE,2013
14625,ICE,2013
14626,ICE,2013
14627,ICE,2013
14629,ICE,2014
14630,ICE,2014
14631,ICE,2014
14632,ICE,2014
14635,ICE,2014
14636,ICE,2014
14637,ICE,2014
14638,ICE,2014
14639,ICE,2014
14640,ICE,2014
14641,ICE,2014
14642,ICE,2014
14643,ICE,2014
14644,ICE,2014
14645,ICE,2014
14646,ICE,2014
14647,ICE,2014
14648,ICE,2015
14649,ICE,2015
14650,ICE,2015
14651,ICE,2015
14652,ICE,2015
14653,ICE,2015
14654,ICE,2015
14655,ICE,2015
14656,ICE,2015
14657,ICE,2015
14658,ICE,2015
14659,ICE,2015
14660,ICE,2015
14661,ICE,2015
14662,ICE,2015
14663,ICE,2015
14664,ICE,2015
14665,ICE,2015
14666,ICE,2015
14667,ICE,2015
14668,ICE,2016
14669,ICE,2016
14670,ICE,2016
14671,ICE,2016
14672,ICE,2016
14673,ICE,2016
14674,ICE,2016
14676,ICE,2016
14677,ICE,2016
14678,EV,2016
14679,ICE,2016
14680,ICE,2016
14681,ICE,2016
14682,ICE,2016
14683,ICE,2016
14684,ICE,2016
14685,ICE,2016
14686,ICE,2016
14687,ICE,2016
14689,ICE,2017
14690,ICE,2017
14691,ICE,2017
14693,ICE,2017
14694,ICE,2017
14695,ICE,2017
14696,ICE,2017
14697,ICE,2017
14698,ICE,2017
14699,ICE,2017
14700,ICE,2017
14701,ICE,2017
14702,ICE,2017
14703,ICE,2017
14704,ICE,2017
14705,ICE,2017
14706,ICE,2017
14707,ICE,2017
14708,ICE,2018
14709,ICE,2018
14710,ICE,2018
14711,ICE,2018
14712,ICE,2018
14713,ICE,2018
14714,ICE,2018
14715,ICE,2018
14716,ICE,2018
14717,ICE,2018
14718,ICE,2018
14719,ICE,2018
14720,ICE,2018
14721,ICE,2018
14722,ICE,2018
14723,ICE,2018
14724,ICE,2018
14725,ICE,2019
14726,ICE,2019
14727,ICE,2019
14728,ICE,2019
14729,ICE,2019
14730,ICE,2019
14731,ICE,2019
14732,ICE,2019
14733,ICE,2019
14734,ICE,2019
14735,ICE,2019
14736,ICE,2019
14737,ICE,2019
14738,ICE,2019
14739,ICE,2019
14740,ICE,2019
14741,ICE,2019
14742,ICE,2019
14743,ICE,2019
14744,ICE,2019
14745,ICE,2020
14746,ICE,2020
14747,ICE,2020
14748,ICE,2020
14749,ICE,2020
14750,ICE,2020
14751,ICE,2020
14752,ICE,2020
14753,ICE,2020
14754,ICE,2020
14755,EV,2020
14756,EV,2020
14757,ICE,2020
14758,ICE,2020
14759,ICE,2020
14760,ICE,2020
14761,ICE,2020
14762,ICE,2020
14763,ICE,2021
14764,ICE,2021
14765,ICE,2021
14766,ICE,2021
14767,ICE,2021
14768,ICE,2021
14769,ICE,2021
14770,ICE,2021
14771,ICE,2021
14772,ICE,2021
14773,ICE,2021
14774,ICE,2021
14775,ICE,2021
14776,EV,2021
14777,ICE,2021
14778,ICE,2021
14779,ICE,2021
14780,ICE,2021
14781,ICE,2021
14782,ICE,2021
14783,ICE,2011
14784,ICE,2011
14785,ICE,2011
14786,ICE,2011
14787,ICE,2011
14788,ICE,2011
14789,ICE,2011
14790,ICE,2011
14791,ICE,2011
14792,ICE,2011
14793,ICE,2011
14794,ICE,2011
14795,ICE,2011
14796,ICE,2011
14797,ICE,2011
14798,ICE,2011
14799,ICE,2011
14800,ICE,2011
14801,ICE,2011
14802,ICE,2011
14803,ICE,2012
14804,ICE,2012
14805,ICE,2012
14806,ICE,2012
14807,ICE,2012
14808,ICE,2012
14809,ICE,2012
14810,ICE,2012
14811,ICE,2012
14812,ICE,2012
14813,ICE,2012
14814,ICE,2012
14815,EV,2012
14816,ICE,2012
14817,ICE,2012
14818,ICE,2012
14819,ICE,2012
14820,ICE,2012
14821,ICE,2012
14822,ICE,2013
14823,ICE,2013
14824,ICE,2013
14825,ICE,2013
14826,ICE,2013
14827,ICE,2013
14828,ICE,2013
14829,ICE,2013
14830,ICE,2013
14831,ICE,2013
14832,ICE,2013
14833,ICE,2013
14834,ICE,2013
14835,ICE,2013
14836,ICE,2013
14837,ICE,2013
14838,ICE,2013
14839,ICE,2013
14840,ICE,2013
14841,ICE,2013
14842,ICE,2014
14843,ICE,2014
14844,ICE,2014
14845,ICE,2014
14846,ICE,2014
14847,ICE,2014
14848,ICE,2014
14849,ICE,2014
14850,ICE,2014
14851,EV,2014
14852,ICE,2014
14853,ICE,2014
14854,ICE,2014
14855,ICE,2014
14856,ICE,2014
14857,ICE,2014
14858,ICE,2014
14859,ICE,2014
14860,ICE,2014
14861,ICE,2014
14862,ICE,2015
14863,ICE,2015
14864,ICE,2015
14865,ICE,2015
14866,ICE,2015
14867,ICE,2015
14868,ICE,2015
14869,ICE,2015
14870,ICE,2015
14871,ICE,2015
14872,ICE,2015
14873,ICE,2015
14874,ICE,2015
14875,ICE,2015
14876,ICE,2015
14877,ICE,2015
14878,ICE,2015
14879,ICE,2015
14880,ICE,2015
14881,ICE,2015
14882,ICE,2016
14883,ICE,2016
14884,ICE,2016
14885,EV,2016
14886,ICE,2016
14887,ICE,2016
14888,ICE,2016
14889,ICE,2016
14890,ICE,2016
14891,ICE,2016
14892,ICE,2016
14893,ICE,2016
14894,ICE,2016
14895,ICE,2016
14896,ICE,2016
14897,ICE,2016
14898,ICE,2016
14899,ICE,2016
14900,ICE,2017
14901,ICE,2017
14902,ICE,2017
14903,ICE,2017
14904,ICE,2017
14905,ICE,2017
14906,ICE,2017
14907,ICE,2017
14908,ICE,2017
14909,ICE,2017
14910,ICE,2017
14911,ICE,2017
14912,ICE,2017
14913,ICE,2017
14914,ICE,2017
14915,ICE,2017
14917,ICE,2017
14918,ICE,2017
14919,ICE,2018
14920,ICE,2018
14921,ICE,2018
14922,ICE,2018
14923,ICE,2018
14924,ICE,2018
14925,ICE,2018
14926,ICE,2018
14927,ICE,2018
14928,ICE,2018
14929,ICE,2018
14930,ICE,2018
14931,ICE,2018
14932,ICE,2018
14933,ICE,2018
14934,ICE,2018
14936,ICE,2018
14937,ICE,2018
14938,ICE,2018
14939,ICE,2019
14940,ICE,2019
14941,ICE,2019
14942,ICE,2019
14943,ICE,2019
14944,ICE,2019
14945,ICE,2019
14946,ICE,2019
14947,ICE,2019
14948,ICE,2019
14949,ICE,2019
14950,ICE,2019
14951,ICE,2019
14952,ICE,2019
14953,EV,2019
14954,ICE,2019
14955,ICE,2019
14956,ICE,2019
14957,ICE,2019
14958,ICE,2019
14959,ICE,2020
14960,ICE,2020
14961,ICE,2020
14962,ICE,2020
14963,ICE,2020
14964,ICE,2020
14965,ICE,2020
14966,ICE,2020
14967,ICE,2020
14968,ICE,2020
14969,ICE,2020
14970,ICE,2020
14971,ICE,2020
14972,ICE,2020
14973,ICE,2020
14974,ICE,2020
14975,ICE,2020
14976,ICE,2020
14977,ICE,2020
14978,ICE,2020
14979,ICE,2021
14980,ICE,2021
14981,ICE,2021
14982,ICE,2021
14983,ICE,2021
14984,ICE,2021
14985,ICE,2021
14986,ICE,2021
14987,EV,2021
14988,ICE,2021
14989,ICE,2021
14990,ICE,2021
14991,ICE,2021
14992,ICE,2021
14993,ICE,2021
14994,ICE,2021
14995,ICE,2021
14996,ICE,2021
14997,ICE,2021
14998,ICE,2021
14999,ICE,2011
15000,ICE,2011
15001,ICE,2011
15002,ICE,2011
15003,ICE,2011
15004,ICE,2011
15005,ICE,2011
15006,ICE,2011
15007,ICE,2011
15008,ICE,2011
15009,ICE,2011
15010,ICE,2011
15011,ICE,2011
15012,ICE,2011
15013,ICE,2011
15014,ICE,2011
15015,ICE,2011
15016,ICE,2011
15017,ICE,2011
15018,ICE,2011
15019,ICE,2012
15020,ICE,2012
15021,ICE,2012
15022,ICE,2012
15023,ICE,2012
15024,ICE,2012
15025,ICE,2012
15026,ICE,2012
15027,ICE,2012
15028,ICE,2012
15029,ICE,2012
15030,ICE,2012
15031,ICE,2012
15032,ICE,2012
15033,ICE,2012
15034,ICE,2012
15035,ICE,2012
15036,ICE,2012
15037,ICE,2012
15038,ICE,2012
15039,ICE,2013
15040,ICE,2013
15041,ICE,2013
15042,ICE,2013
15043,ICE,2013
15044,ICE,2013
15045,ICE,2013
15046,ICE,2013
15047,ICE,2013
15048,ICE,2013
15049,ICE,2013
15050,ICE,2013
15051,ICE,2013
15052,ICE,2013
15053,ICE,2013
15054,ICE,2013
15055,ICE,2013
15056,ICE,2013
15057,ICE,2013
15058,ICE,2013
15059,ICE,2014
15060,ICE,2014
15061,ICE,2014
15062,ICE,2014
15063,ICE,2014
15064,ICE,2014
15065,ICE,2014
15066,ICE,2014
15067,ICE,2014
15068,ICE,2014
15069,ICE,2014
15070,ICE,2014
15071,ICE,2014
15072,ICE,2014
15073,ICE,2014
15074,ICE,2014
15075,ICE,2014
15076,ICE,2014
15077,ICE,2014
15078,ICE,2014
15079,ICE,2015
15080,ICE,2015
15081,ICE,2015
15082,ICE,2015
15083,ICE,2015
15084,ICE,2015
15085,ICE,2015
15086,ICE,2015
15087,ICE,2015
15088,ICE,2015
15089,ICE,2015
15090,ICE,2015
15091,ICE,2015
15092,ICE,2015
15093,ICE,2015
15094,ICE,2015
15095,ICE,2015
15096,ICE,2015
15097,EV,2015
15098,ICE,2016
15099,ICE,2016
15100,ICE,2016
15101,ICE,2016
15102,ICE,2016
15103,ICE,2016
15104,ICE,2016
15105,ICE,2016
15106,ICE,2016
15107,ICE,2016
15108,ICE,2016
15109,ICE,2016
15110,ICE,2016
15111,ICE,2016
15112,ICE,2016
15113,ICE,2016
15114,ICE,2016
15115,ICE,2016
15116,ICE,2016
15117,ICE,2016
15118,ICE,2017
15119,ICE,2017
15120,ICE,2017
15121,ICE,2017
15122,ICE,2017
15123,EV,2017
15124,EV,2017
15125,ICE,2017
15126,ICE,2017
15127,ICE,2017
15128,ICE,2017
15129,ICE,2017
15130,ICE,2017
15131,EV,2017
15132,ICE,2017
15133,ICE,2017
15134,ICE,2017
15135,EV,2017
15136,ICE,2018
15137,ICE,2018
15138,ICE,2018
15139,ICE,2018
15140,ICE,2018
15141,ICE,2018
15142,ICE,2018
15143,ICE,2018
15144,ICE,2018
15145,ICE,2018
15146,ICE,2018
15147,ICE,2018
15148,ICE,2018
15149,ICE,2018
15150,ICE,2018
15151,ICE,2018
15152,ICE,2018
15153,ICE,2018
15154,ICE,2018
15155,ICE,2018
15156,ICE,2019
15157,ICE,2019
15158,ICE,2019
15159,ICE,2019
15160,ICE,2019
15161,ICE,2019
15162,ICE,2019
15163,ICE,2019
15164,ICE,2019
15165,ICE,2019
15166,ICE,2019
15167,ICE,2019
15168,ICE,2019
15169,ICE,2019
15170,ICE,2019
15171,ICE,2019
15172,ICE,2019
15173,ICE,2019
15174,ICE,2019
15175,ICE,2019
15176,ICE,2020
15177,ICE,2020
15178,ICE,2020
15179,ICE,2020
15180,ICE,2020
15181,ICE,2020
15182,ICE,2020
15183,ICE,2020
15184,ICE,2020
15185,ICE,2020
15186,ICE,2020
15187,ICE,2020
15188,EV,2020
15189,ICE,2020
15190,ICE,2020
15191,ICE,2020
15192,ICE,2020
15193,ICE,2020
15194,EV,2020
15195,ICE,2020
15196,ICE,2021
15197,ICE,2021
15198,ICE,2021
15199,ICE,2021
15200,ICE,2021
15201,ICE,2021
15202,ICE,2021
15203,ICE,2021
15204,ICE,2021
15205,ICE,2021
15206,ICE,2021
15207,ICE,2021
15208,ICE,2021
15209,ICE,2021
15210,ICE,2021
15211,ICE,2021
15212,ICE,2021
15213,EV,2021
15214,ICE,2021
15215,ICE,2021
15216,ICE,2011
15217,ICE,2011
15218,ICE,2011
15219,ICE,2011
15220,ICE,2011
15221,ICE,2011
15222,ICE,2011
15223,ICE,2011
15224,ICE,2011
15225,ICE,2011
15226,ICE,2011
15227,ICE,2011
15228,ICE,2011
15229,ICE,2011
15230,ICE,2011
15231,ICE,2011
15232,ICE,2011
15233,ICE,2011
15234,ICE,2011
15235,ICE,2012
15236,ICE,2012
15237,ICE,2012
15238,ICE,2012
15239,ICE,2012
15240,ICE,2012
15241,ICE,2012
15242,ICE,2012
15243,ICE,2012
15244,ICE,2012
15245,ICE,2012
15246,ICE,2012
15247,ICE,2012
15248,ICE,2012
15249,ICE,2012
15250,ICE,2012
15251,ICE,2012
15252,ICE,2012
15253,ICE,2012
15254,ICE,2012
15255,ICE,2013
15256,ICE,2013
15257,ICE,2013
15258,ICE,2013
15259,ICE,2013
15260,ICE,2013
15261,ICE,2013
15262,ICE,2013
15263,ICE,2013
15264,ICE,2013
15265,ICE,2013
15266,ICE,2013
15267,ICE,2013
15268,ICE,2013
15269,ICE,2013
15270,ICE,2013
15271,ICE,2013
15272,ICE,2013
15273,ICE,2013
15274,ICE,2013
15275,ICE,2014
15276,ICE,2014
15277,ICE,2014
15278,ICE,2014
15279,ICE,2014
15280,ICE,2014
15281,ICE,2014
15282,ICE,2014
15283,ICE,2014
15284,ICE,2014
15285,ICE,2014
15286,ICE,2014
15287,ICE,2014
15288,ICE,2014
15289,ICE,2014
15290,ICE,2014
15291,ICE,2014
15292,ICE,2014
15293,ICE,2014
15294,ICE,2014
15295,ICE,2015
15296,ICE,2015
15297,ICE,2015
15298,ICE,2015
15299,ICE,2015
15300,ICE,2015
15301,ICE,2015
15302,ICE,2015
15303,ICE,2015
15304,ICE,2015
15305,ICE,2015
15306,ICE,2015
15307,ICE,2015
15308,ICE,2015
15309,ICE,2015
15310,ICE,2015
15311,ICE,2015
15312,ICE,2015
15313,ICE,2015
15314,ICE,2015
15315,ICE,2016
15316,ICE,2016
15317,ICE,2016
15318,ICE,2016
15319,ICE,2016
15320,ICE,2016
15321,ICE,2016
15322,ICE,2016
15323,ICE,2016
15324,ICE,2016
15325,ICE,2016
15326,ICE,2016
15327,EV,2016
15328,EV,2016
15329,EV,2016
15330,ICE,2016
15331,ICE,2016
15332,ICE,2017
15333,ICE,2017
15334,ICE,2017
15335,ICE,2017
15336,ICE,2017
15337,ICE,2017
15338,ICE,2017
15339,ICE,2017
15340,ICE,2017
15341,ICE,2017
15342,ICE,2017
15343,ICE,2017
15344,ICE,2017
15345,ICE,2017
15346,ICE,2017
15347,ICE,2017
15348,ICE,2017
15349,ICE,2017
15350,ICE,2017
15351,ICE,2017
15352,ICE,2018
15353,ICE,2018
15354,ICE,2018
15355,ICE,2018
15356,ICE,2018
15357,ICE,2018
15358,ICE,2018
15359,ICE,2018
15360,ICE,2018
15361,ICE,2018
15362,ICE,2018
15363,ICE,2018
15364,ICE,2018
15365,ICE,2018
15366,ICE,2018
15367,ICE,2018
15368,ICE,2018
15369,ICE,2018
15370,ICE,2018
15371,ICE,2018
15372,ICE,2019
15373,ICE,2019
15374,ICE,2019
15375,ICE,2019
15376,ICE,2019
15377,ICE,2019
15378,ICE,2019
15379,ICE,2019
15380,ICE,2019
15381,ICE,2019
15382,ICE,2019
15383,ICE,2019
15384,ICE,2019
15385,EV,2019
15386,ICE,2019
15387,ICE,2019
15388,ICE,2019
15389,ICE,2019
15390,ICE,2019
15391,ICE,2019
15392,ICE,2020
15393,ICE,2020
15394,ICE,2020
15395,ICE,2020
15396,ICE,2020
15397,ICE,2020
15398,ICE,2020
15399,ICE,2020
15400,ICE,2020
15401,ICE,2020
15402,ICE,2020
15403,ICE,2020
15404,ICE,2020
15405,ICE,2020
15406,ICE,2020
15407,EV,2020
15408,ICE,2020
15409,ICE,2020
15410,ICE,2020
15411,ICE,2020
15412,ICE,2021
15413,ICE,2021
15414,EV,2021
15415,ICE,2021
15416,ICE,2021
15417,ICE,2021
15418,ICE,2021
15419,ICE,2021
15420,EV,2021
15421,ICE,2021
15422,ICE,2021
15423,ICE,2021
15424,ICE,2021
15425,ICE,2021
15426,ICE,2021
15427,ICE,2021
15428,ICE,2021
15429,ICE,2021
15430,ICE,2021
15431,ICE,2021
15432,ICE,2012
15433,ICE,2012
15434,ICE,2012
15435,ICE,2012
15436,ICE,2012
15437,ICE,2012
15438,ICE,2012
