,year,carType
8567,2017,ICE
8568,2017,ICE
8569,2017,ICE
8570,2017,ICE
8571,2017,ICE
8572,2017,EV
8573,2017,ICE
8574,2017,ICE
8575,2017,ICE
8576,2017,ICE
8577,2017,ICE
8578,2017,ICE
8579,2017,ICE
8580,2017,ICE
8581,2017,ICE
8582,2017,ICE
8583,2017,ICE
8584,2017,ICE
8585,2017,ICE
8586,2017,EV
8587,2018,ICE
8588,2018,EV
8589,2018,ICE
8590,2018,ICE
8591,2018,ICE
8592,2018,ICE
8593,2018,ICE
8594,2018,ICE
8595,2018,EV
8596,2018,ICE
8597,2018,ICE
8598,2018,ICE
8599,2018,ICE
8600,2018,ICE
8601,2018,ICE
8602,2018,ICE
8603,2018,ICE
8604,2018,ICE
8605,2018,ICE
8606,2019,ICE
8607,2019,ICE
8608,2019,ICE
8609,2019,ICE
8610,2019,ICE
8611,2019,ICE
8612,2019,ICE
8613,2019,ICE
8614,2019,ICE
8615,2019,ICE
8616,2019,ICE
8617,2019,ICE
8618,2019,ICE
8619,2019,ICE
8620,2019,ICE
8621,2019,ICE
8622,2019,ICE
8623,2019,ICE
8624,2019,ICE
8625,2019,ICE
8626,2020,ICE
8627,2020,ICE
8628,2020,ICE
8629,2020,ICE
8630,2020,ICE
8631,2020,ICE
8632,2020,ICE
8633,2020,ICE
8634,2020,ICE
8635,2020,ICE
8636,2020,ICE
8637,2020,ICE
8638,2020,ICE
8639,2020,ICE
8640,2020,ICE
8641,2020,ICE
8642,2020,ICE
8643,2020,ICE
8644,2020,ICE
8645,2011,ICE
8646,2011,ICE
8647,2011,ICE
8648,2011,ICE
8649,2011,ICE
8650,2011,ICE
8651,2011,ICE
8652,2011,ICE
8653,2011,ICE
8654,2011,ICE
8655,2011,ICE
8656,2011,ICE
8657,2011,ICE
8658,2011,ICE
8659,2011,ICE
8660,2011,ICE
8661,2011,ICE
8662,2012,ICE
8663,2012,ICE
8664,2012,ICE
8665,2012,ICE
8666,2012,ICE
8667,2012,ICE
8668,2012,ICE
8669,2012,ICE
8670,2012,ICE
8671,2012,ICE
8672,2012,ICE
8673,2012,ICE
8674,2012,ICE
8675,2012,ICE
8676,2012,ICE
8677,2012,ICE
8678,2012,ICE
8679,2012,ICE
8680,2012,ICE
8681,2013,ICE
8682,2013,ICE
8683,2013,ICE
8684,2013,ICE
8685,2013,ICE
8686,2013,ICE
8687,2013,ICE
8688,2013,ICE
8689,2013,ICE
8690,2013,ICE
8691,2013,ICE
8692,2013,ICE
8693,2013,ICE
8694,2013,ICE
8695,2013,ICE
8696,2013,ICE
8697,2013,ICE
8698,2013,ICE
8699,2013,ICE
8700,2014,ICE
8701,2014,ICE
8702,2014,ICE
8703,2014,ICE
8704,2014,ICE
8705,2014,ICE
8706,2014,ICE
8707,2014,ICE
8708,2014,ICE
8709,2014,ICE
8710,2014,ICE
8711,2014,ICE
8712,2014,ICE
8713,2014,EV
8714,2014,ICE
8715,2014,ICE
8716,2014,ICE
8717,2014,ICE
8718,2014,ICE
8719,2014,ICE
8720,2015,ICE
8721,2015,ICE
8722,2015,ICE
8723,2015,ICE
8724,2015,ICE
8725,2015,ICE
8726,2015,ICE
8727,2015,ICE
8728,2015,ICE
8729,2015,ICE
8730,2015,ICE
8731,2015,ICE
8732,2015,ICE
8733,2015,ICE
8734,2015,ICE
8735,2015,ICE
8736,2015,ICE
8737,2015,ICE
8738,2015,ICE
8739,2016,ICE
8740,2016,ICE
8741,2016,ICE
8742,2016,ICE
8743,2016,ICE
8744,2016,ICE
8745,2016,ICE
8746,2016,ICE
8747,2016,ICE
8748,2016,ICE
8749,2016,ICE
8750,2016,EV
8751,2016,ICE
8752,2016,ICE
8753,2016,ICE
8754,2016,ICE
8755,2016,ICE
8756,2016,ICE
8757,2016,ICE
8758,2016,ICE
8759,2017,ICE
8760,2017,ICE
8761,2017,ICE
8762,2017,ICE
8763,2017,ICE
8764,2017,ICE
8765,2017,ICE
8766,2017,ICE
8767,2017,ICE
8768,2017,ICE
8769,2017,ICE
8770,2017,ICE
8771,2017,ICE
8772,2017,ICE
8773,2017,ICE
8774,2017,ICE
8775,2017,ICE
8776,2017,ICE
8777,2017,ICE
8778,2018,ICE
8779,2018,ICE
8780,2018,ICE
8781,2018,ICE
8782,2018,ICE
8783,2018,ICE
8784,2018,ICE
8785,2018,ICE
8786,2018,ICE
8787,2018,ICE
8788,2018,ICE
8789,2018,ICE
8790,2018,ICE
8791,2018,ICE
8792,2018,ICE
8793,2018,ICE
8794,2018,ICE
8795,2018,ICE
8796,2018,ICE
8797,2019,ICE
8798,2019,ICE
8799,2019,ICE
8800,2019,ICE
8801,2019,ICE
8802,2019,ICE
8803,2019,ICE
8804,2019,ICE
8805,2019,ICE
8806,2019,ICE
8807,2019,ICE
8808,2019,ICE
8809,2019,ICE
8810,2019,ICE
8811,2019,ICE
8812,2019,ICE
8813,2019,ICE
8814,2019,ICE
8815,2019,ICE
8816,2019,ICE
8817,2020,ICE
8818,2020,ICE
8819,2020,ICE
8820,2020,ICE
8821,2020,ICE
8822,2020,ICE
8823,2020,ICE
8824,2020,ICE
8825,2020,ICE
8826,2020,ICE
8827,2020,ICE
8828,2020,ICE
8829,2020,ICE
8830,2020,ICE
8831,2020,ICE
8832,2020,ICE
8833,2020,ICE
8834,2020,ICE
8835,2020,ICE
8836,2020,ICE
8837,2021,ICE
8838,2021,ICE
8839,2021,ICE
8840,2021,ICE
8841,2021,ICE
8842,2021,ICE
8843,2021,ICE
8844,2021,ICE
8845,2021,ICE
8846,2021,ICE
8847,2021,ICE
8848,2021,ICE
8849,2021,ICE
8850,2021,ICE
8851,2021,ICE
8852,2021,ICE
8853,2021,ICE
8854,2021,ICE
8855,2021,ICE
8856,2021,ICE
8857,2011,ICE
8858,2011,ICE
8859,2011,ICE
8860,2011,ICE
8861,2011,ICE
8862,2011,ICE
8863,2011,ICE
8864,2011,ICE
8865,2011,ICE
8866,2011,ICE
8867,2011,ICE
8868,2011,ICE
8869,2011,ICE
8870,2011,ICE
8871,2011,ICE
8872,2011,ICE
8873,2011,ICE
8874,2011,ICE
8875,2011,ICE
8876,2011,ICE
8877,2012,ICE
8878,2012,ICE
8879,2012,ICE
8880,2012,ICE
8881,2012,ICE
8882,2012,ICE
8883,2012,ICE
8884,2012,ICE
8885,2012,ICE
8886,2012,ICE
8887,2012,ICE
8888,2012,ICE
8889,2012,ICE
8890,2012,ICE
8891,2012,ICE
8893,2012,ICE
8894,2012,ICE
8895,2012,ICE
8896,2012,ICE
8897,2013,ICE
8898,2013,ICE
8899,2013,ICE
8900,2013,ICE
8901,2013,ICE
8902,2013,ICE
8903,2013,ICE
8904,2013,ICE
8905,2013,ICE
8906,2013,ICE
8907,2013,ICE
8909,2013,ICE
8910,2013,ICE
8911,2013,ICE
8912,2013,ICE
8913,2013,ICE
8914,2013,ICE
8915,2013,ICE
8916,2013,ICE
8917,2014,ICE
8918,2014,ICE
8919,2014,ICE
8920,2014,EV
8921,2014,ICE
8922,2014,ICE
8923,2014,ICE
8924,2014,ICE
8925,2014,ICE
8926,2014,ICE
8927,2014,ICE
8928,2014,ICE
8929,2014,ICE
8930,2014,ICE
8931,2014,ICE
8932,2014,ICE
8933,2014,ICE
8934,2014,ICE
8935,2014,ICE
8936,2014,ICE
8937,2015,ICE
8938,2015,ICE
8939,2015,ICE
8940,2015,ICE
8941,2015,ICE
8942,2015,ICE
8943,2015,ICE
8944,2015,ICE
8945,2015,ICE
8946,2015,ICE
8947,2015,ICE
8948,2015,ICE
8949,2015,ICE
8950,2015,ICE
8951,2015,ICE
8952,2015,ICE
8953,2015,ICE
8954,2015,ICE
8955,2015,ICE
8956,2015,ICE
8957,2016,ICE
8958,2016,ICE
8959,2016,ICE
8961,2016,ICE
8962,2016,ICE
8963,2016,ICE
8964,2016,ICE
8965,2016,ICE
8966,2016,ICE
8968,2016,ICE
8969,2016,ICE
8970,2016,ICE
8971,2016,ICE
8972,2016,ICE
8973,2016,ICE
8974,2016,ICE
8975,2016,ICE
8976,2016,ICE
8977,2017,ICE
8978,2017,ICE
8979,2017,ICE
8980,2017,ICE
8981,2017,ICE
8982,2017,ICE
8983,2017,ICE
8984,2017,ICE
8985,2017,ICE
8986,2017,ICE
8987,2017,ICE
8988,2017,ICE
8989,2017,ICE
8990,2017,ICE
8991,2017,ICE
8992,2017,ICE
8993,2017,ICE
8994,2017,ICE
8995,2017,ICE
8996,2017,ICE
8997,2018,ICE
8998,2018,ICE
8999,2018,ICE
9000,2018,ICE
9001,2018,ICE
9002,2018,ICE
9003,2018,ICE
9004,2018,ICE
9005,2018,ICE
9006,2018,ICE
9007,2018,ICE
9008,2018,ICE
9009,2018,ICE
9010,2018,ICE
9011,2018,ICE
9012,2018,ICE
9013,2018,ICE
9014,2018,ICE
9015,2018,ICE
9016,2018,ICE
9017,2019,ICE
9018,2019,ICE
9019,2019,ICE
9020,2019,ICE
9021,2019,ICE
9022,2019,ICE
9023,2019,ICE
9024,2019,ICE
9025,2019,ICE
9026,2019,ICE
9027,2019,ICE
9028,2019,ICE
9029,2019,ICE
9030,2019,ICE
9031,2019,ICE
9032,2019,ICE
9034,2019,ICE
9035,2019,ICE
9036,2019,ICE
9037,2020,ICE
9038,2020,ICE
9039,2020,ICE
9040,2020,ICE
9041,2020,ICE
9042,2020,ICE
9043,2020,ICE
9044,2020,ICE
9045,2020,ICE
9046,2020,ICE
9047,2020,ICE
9048,2020,ICE
9049,2020,ICE
9050,2020,ICE
9051,2020,ICE
9052,2020,ICE
9053,2020,ICE
9054,2020,ICE
9055,2020,ICE
9056,2021,ICE
9057,2021,ICE
9058,2021,ICE
9059,2021,ICE
9060,2021,ICE
9061,2021,ICE
9062,2021,ICE
9063,2021,ICE
9064,2021,EV
9065,2021,ICE
9066,2021,ICE
9067,2021,ICE
9068,2021,EV
9069,2021,ICE
9070,2021,ICE
9071,2021,ICE
9072,2021,ICE
9073,2021,ICE
9074,2021,ICE
9075,2021,ICE
9076,2011,ICE
9077,2011,ICE
9078,2011,ICE
9079,2011,ICE
9080,2011,ICE
9081,2011,ICE
9082,2011,ICE
9083,2011,ICE
9084,2011,ICE
9085,2011,ICE
9086,2011,ICE
9087,2011,ICE
9088,2011,ICE
9089,2011,ICE
9090,2011,ICE
9091,2011,ICE
9092,2011,ICE
9093,2011,ICE
9094,2011,ICE
9095,2012,ICE
9096,2012,ICE
9097,2012,ICE
9098,2012,ICE
9099,2012,ICE
9100,2012,ICE
9101,2012,ICE
9102,2012,ICE
9103,2012,ICE
9104,2012,ICE
9105,2012,ICE
9106,2012,ICE
9107,2012,ICE
9108,2012,ICE
9109,2012,ICE
9110,2012,ICE
9111,2012,ICE
9112,2012,ICE
9113,2012,ICE
9114,2012,ICE
9115,2013,ICE
9116,2013,ICE
9117,2013,ICE
9118,2013,ICE
9119,2013,ICE
9120,2013,ICE
9121,2013,EV
9122,2013,ICE
9123,2013,ICE
9124,2013,ICE
9125,2013,ICE
9126,2013,ICE
9127,2013,ICE
9128,2013,ICE
9129,2013,ICE
9130,2013,ICE
9131,2013,ICE
9132,2013,ICE
9133,2013,ICE
9134,2013,ICE
9135,2014,ICE
9136,2014,ICE
9137,2014,ICE
9138,2014,ICE
9139,2014,ICE
9140,2014,ICE
9141,2014,ICE
9142,2014,ICE
9143,2014,ICE
9144,2014,ICE
9145,2014,ICE
9146,2014,ICE
9147,2014,ICE
9148,2014,ICE
9149,2014,ICE
9150,2014,ICE
9151,2014,ICE
9152,2014,ICE
9153,2014,ICE
9154,2014,ICE
9155,2016,ICE
9156,2016,ICE
9157,2016,ICE
9158,2016,ICE
9159,2016,ICE
9160,2016,ICE
9161,2016,ICE
9162,2016,ICE
9163,2016,ICE
9164,2016,ICE
9165,2016,ICE
9166,2016,ICE
9167,2016,ICE
9168,2016,ICE
9169,2016,ICE
9170,2016,ICE
9171,2016,ICE
9172,2016,ICE
9174,2016,ICE
9175,2017,ICE
9176,2017,ICE
9177,2017,ICE
9178,2017,EV
9179,2017,ICE
9180,2017,ICE
9181,2017,ICE
9182,2017,ICE
9183,2017,ICE
9184,2017,ICE
9185,2017,ICE
9187,2017,ICE
9188,2017,ICE
9189,2017,ICE
9190,2017,ICE
9191,2017,ICE
9192,2017,ICE
9193,2017,ICE
9194,2017,ICE
9195,2018,ICE
9196,2018,ICE
9197,2018,ICE
9198,2018,ICE
9199,2018,ICE
9200,2018,ICE
9201,2018,ICE
9202,2018,ICE
9203,2018,ICE
9204,2018,ICE
9205,2018,ICE
9206,2018,ICE
9207,2018,ICE
9208,2018,ICE
9209,2018,ICE
9210,2018,ICE
9211,2018,ICE
9212,2018,ICE
9213,2019,ICE
9214,2019,ICE
9215,2019,ICE
9216,2019,ICE
9217,2019,ICE
9218,2019,ICE
9219,2019,ICE
9220,2019,ICE
9221,2019,ICE
9222,2019,ICE
9223,2019,ICE
9224,2019,ICE
9225,2019,ICE
9226,2019,ICE
9227,2019,ICE
9228,2019,ICE
9229,2019,ICE
9230,2019,ICE
9231,2019,ICE
9232,2020,ICE
9233,2020,ICE
9234,2020,ICE
9235,2020,ICE
9236,2020,ICE
9237,2020,ICE
9238,2020,ICE
9239,2020,ICE
9240,2020,ICE
9241,2020,ICE
9242,2020,ICE
9243,2020,ICE
9244,2020,ICE
9245,2020,ICE
9246,2020,ICE
9247,2020,ICE
9248,2020,ICE
9249,2020,ICE
9250,2020,ICE
9251,2020,ICE
9252,2021,ICE
9253,2021,ICE
9254,2021,ICE
9255,2021,ICE
9256,2021,ICE
9257,2021,ICE
9258,2021,ICE
9259,2021,ICE
9260,2021,ICE
9261,2021,ICE
9262,2021,ICE
9263,2021,ICE
9265,2021,ICE
9266,2021,ICE
9267,2021,ICE
9268,2021,ICE
9269,2021,ICE
9270,2021,ICE
9272,2011,ICE
9273,2011,ICE
9274,2011,ICE
9275,2011,ICE
9276,2011,ICE
9277,2011,ICE
9278,2011,ICE
9279,2011,ICE
9280,2011,ICE
9281,2011,ICE
9282,2011,ICE
9283,2011,ICE
9284,2011,ICE
9285,2011,ICE
9286,2011,ICE
9287,2011,ICE
9288,2011,ICE
9289,2012,ICE
9290,2012,ICE
9291,2012,ICE
9292,2012,ICE
9293,2012,ICE
9294,2012,ICE
9295,2012,ICE
9296,2012,ICE
9297,2012,ICE
9298,2012,ICE
9299,2012,ICE
9300,2012,ICE
9301,2012,ICE
9302,2012,ICE
9303,2012,ICE
9304,2012,ICE
9305,2012,ICE
9306,2012,ICE
9307,2012,ICE
9308,2013,ICE
9309,2013,ICE
9310,2013,ICE
9311,2013,ICE
9312,2013,ICE
9313,2013,ICE
9314,2013,ICE
9315,2013,ICE
9316,2013,ICE
9317,2013,ICE
9318,2013,ICE
9319,2013,ICE
9320,2013,ICE
9321,2013,ICE
9322,2013,ICE
9323,2013,ICE
9324,2013,ICE
9325,2013,ICE
9326,2013,ICE
9327,2013,ICE
9328,2014,ICE
9329,2014,ICE
9330,2014,ICE
9331,2014,ICE
9332,2014,ICE
9333,2014,ICE
9334,2014,ICE
9335,2014,ICE
9336,2014,ICE
9337,2014,ICE
9338,2014,ICE
9339,2014,ICE
9340,2014,ICE
9341,2014,ICE
9342,2014,ICE
9343,2014,ICE
9344,2014,ICE
9345,2014,ICE
9346,2014,ICE
9347,2014,ICE
9348,2015,ICE
9349,2015,ICE
9350,2015,ICE
9351,2015,ICE
9352,2015,ICE
9353,2015,ICE
9354,2015,ICE
9355,2015,ICE
9356,2015,ICE
9357,2015,ICE
9358,2015,ICE
9359,2015,ICE
9360,2015,ICE
9361,2015,ICE
9362,2015,ICE
9363,2015,ICE
9364,2015,ICE
9365,2015,ICE
9366,2015,ICE
9367,2016,ICE
9368,2016,ICE
9369,2016,ICE
9370,2016,ICE
9371,2016,ICE
9372,2016,ICE
9373,2016,ICE
9374,2016,ICE
9375,2016,ICE
9376,2016,ICE
9377,2016,ICE
9378,2016,ICE
9379,2016,ICE
9380,2016,ICE
9381,2016,ICE
9382,2016,ICE
9383,2016,ICE
9384,2016,ICE
9385,2016,ICE
9386,2016,ICE
9387,2017,ICE
9388,2017,ICE
9389,2017,ICE
9390,2017,ICE
9391,2017,ICE
9392,2017,ICE
9393,2017,ICE
9394,2017,ICE
9395,2017,ICE
9396,2017,ICE
9397,2017,ICE
9398,2017,ICE
9399,2017,ICE
9400,2017,EV
9401,2017,EV
9402,2017,ICE
9403,2017,ICE
9404,2017,ICE
9405,2017,ICE
9406,2017,ICE
9407,2019,ICE
9408,2019,ICE
9409,2019,ICE
9410,2019,ICE
9411,2019,ICE
9412,2019,ICE
9413,2019,EV
9414,2019,ICE
9415,2019,ICE
9416,2019,ICE
9417,2019,ICE
9418,2019,ICE
9419,2019,ICE
9420,2019,ICE
9421,2019,ICE
9422,2019,ICE
9423,2019,ICE
9424,2019,ICE
9425,2019,ICE
9426,2019,ICE
9427,2020,ICE
9428,2020,ICE
9429,2020,ICE
9430,2020,ICE
9431,2020,ICE
9433,2020,ICE
9434,2020,ICE
9435,2020,ICE
9436,2020,ICE
9437,2020,ICE
9438,2020,ICE
9439,2020,ICE
9440,2020,ICE
9441,2020,ICE
9442,2020,ICE
9443,2020,ICE
9444,2020,ICE
9445,2020,ICE
9446,2021,ICE
9447,2021,ICE
9448,2021,ICE
9449,2021,ICE
9450,2021,ICE
9451,2021,ICE
9452,2021,ICE
9453,2021,ICE
9454,2021,ICE
9455,2021,ICE
9456,2021,ICE
9457,2021,ICE
9458,2021,ICE
9459,2021,ICE
9460,2021,ICE
9461,2021,ICE
9462,2021,ICE
9463,2021,ICE
9464,2021,ICE
9465,2021,ICE
9466,2011,ICE
9467,2011,ICE
9468,2011,ICE
9469,2011,ICE
9470,2011,ICE
9471,2011,ICE
9472,2011,ICE
9473,2011,ICE
9474,2011,ICE
9475,2011,ICE
9476,2011,ICE
9477,2011,ICE
9478,2011,ICE
9479,2011,ICE
9480,2011,ICE
9481,2011,ICE
9482,2011,ICE
9483,2011,ICE
9484,2011,ICE
9485,2011,ICE
9486,2012,ICE
9487,2012,ICE
9488,2012,ICE
9489,2012,ICE
9490,2012,ICE
9491,2012,ICE
9492,2012,ICE
9493,2012,ICE
9494,2012,ICE
9495,2012,ICE
9496,2012,ICE
9497,2012,ICE
9498,2012,ICE
9499,2012,ICE
9500,2012,ICE
9501,2012,ICE
9502,2012,ICE
9503,2012,ICE
9504,2012,ICE
9505,2012,ICE
9506,2013,ICE
9507,2013,ICE
9508,2013,ICE
9509,2013,ICE
9510,2013,ICE
9511,2013,ICE
9512,2013,ICE
9513,2013,ICE
9514,2013,ICE
9515,2013,ICE
9516,2013,ICE
9517,2013,ICE
9518,2013,ICE
9519,2013,ICE
9520,2013,ICE
9521,2013,ICE
9522,2013,ICE
9523,2013,ICE
9524,2013,ICE
9525,2013,ICE
9526,2014,ICE
9527,2014,ICE
9528,2014,ICE
9529,2014,ICE
9530,2014,ICE
9531,2014,ICE
9532,2014,ICE
9533,2014,ICE
9534,2014,ICE
9535,2014,EV
9536,2014,ICE
9537,2014,ICE
9538,2014,ICE
9539,2014,ICE
9540,2014,ICE
9541,2014,ICE
9542,2014,ICE
9543,2014,ICE
9544,2014,ICE
9545,2014,ICE
9546,2015,ICE
9547,2015,ICE
9548,2015,ICE
9549,2015,ICE
9550,2015,ICE
9551,2015,ICE
9552,2015,ICE
9553,2015,ICE
9554,2015,ICE
9555,2015,ICE
9556,2015,ICE
9557,2015,EV
9558,2015,ICE
9559,2015,ICE
9560,2015,ICE
9561,2015,ICE
9562,2015,ICE
9563,2015,ICE
9564,2015,EV
9565,2015,ICE
9566,2016,ICE
9567,2016,ICE
9568,2016,ICE
9569,2016,ICE
9570,2016,ICE
9571,2016,ICE
9572,2016,EV
9573,2016,ICE
9574,2016,ICE
9575,2016,ICE
9576,2016,ICE
9577,2016,ICE
9578,2016,ICE
9579,2016,ICE
9580,2016,ICE
9581,2016,ICE
9582,2016,ICE
9583,2016,ICE
9584,2016,ICE
9585,2016,ICE
9586,2017,ICE
9587,2017,ICE
9588,2017,EV
9589,2017,ICE
9590,2017,ICE
9591,2017,ICE
9592,2017,EV
9593,2017,ICE
9594,2017,EV
9595,2017,ICE
9596,2017,ICE
9597,2017,ICE
9598,2017,ICE
9599,2017,ICE
9600,2017,ICE
9601,2018,ICE
9602,2018,ICE
9603,2018,ICE
9604,2018,ICE
9605,2018,ICE
9606,2018,ICE
9607,2018,ICE
9608,2018,ICE
9609,2018,ICE
9610,2018,ICE
9611,2018,ICE
9612,2018,ICE
9613,2018,ICE
9614,2018,ICE
9615,2018,ICE
9616,2018,ICE
9617,2018,ICE
9618,2018,ICE
9619,2018,ICE
9620,2018,ICE
9621,2019,ICE
9622,2019,ICE
9623,2019,ICE
9624,2019,ICE
9625,2019,ICE
9626,2019,ICE
9627,2019,ICE
9628,2019,ICE
9629,2019,ICE
9630,2019,ICE
9631,2019,ICE
9632,2019,ICE
9633,2019,ICE
9634,2019,ICE
9635,2019,ICE
9636,2019,ICE
9637,2019,ICE
9638,2019,ICE
9639,2019,ICE
9640,2019,ICE
9641,2020,ICE
9642,2020,ICE
9643,2020,ICE
9644,2020,EV
9645,2020,ICE
9646,2020,ICE
9647,2020,ICE
9648,2020,ICE
9649,2020,ICE
9650,2020,ICE
9651,2020,ICE
9653,2020,ICE
9654,2020,ICE
9655,2020,ICE
9656,2020,ICE
9657,2020,ICE
9658,2020,ICE
9659,2020,ICE
9660,2021,ICE
9661,2021,ICE
9662,2021,ICE
9663,2021,ICE
9664,2021,ICE
9665,2021,ICE
9666,2021,ICE
9667,2021,ICE
9668,2021,ICE
9669,2021,ICE
9670,2021,ICE
9671,2021,ICE
9672,2021,ICE
9673,2021,ICE
9674,2021,ICE
9675,2021,ICE
9676,2021,ICE
9677,2021,ICE
9678,2021,ICE
9679,2021,ICE
9680,2011,ICE
9681,2011,ICE
9682,2011,ICE
9683,2011,ICE
9684,2011,ICE
9685,2011,ICE
9686,2011,ICE
9687,2011,ICE
9688,2011,ICE
9689,2011,ICE
9690,2011,ICE
9691,2011,ICE
9692,2011,ICE
9693,2011,ICE
9694,2011,ICE
9695,2011,ICE
9696,2011,ICE
9697,2012,ICE
9698,2012,ICE
9699,2012,ICE
9700,2012,ICE
9701,2012,ICE
9702,2012,ICE
9703,2012,ICE
9704,2012,ICE
9705,2012,ICE
9706,2012,ICE
9707,2012,ICE
9708,2012,ICE
9709,2012,ICE
9710,2012,ICE
9711,2012,ICE
9712,2012,ICE
9713,2012,ICE
9714,2012,ICE
9715,2012,ICE
9716,2012,ICE
9717,2014,ICE
9718,2014,ICE
9719,2014,ICE
9720,2014,ICE
9721,2014,ICE
9722,2014,ICE
9723,2014,ICE
9724,2014,ICE
9725,2014,ICE
9726,2014,ICE
9727,2014,ICE
9728,2014,ICE
9729,2014,ICE
9730,2014,ICE
9731,2014,ICE
9732,2014,ICE
9733,2014,ICE
9734,2014,ICE
9735,2015,ICE
9736,2015,ICE
9737,2015,ICE
9738,2015,ICE
9739,2015,ICE
9740,2015,ICE
9741,2015,ICE
9742,2015,ICE
9743,2015,ICE
9744,2015,ICE
9745,2015,ICE
9746,2015,ICE
9747,2015,ICE
9748,2015,ICE
9749,2015,ICE
9750,2015,ICE
9751,2015,ICE
9752,2015,ICE
9753,2015,ICE
9754,2015,ICE
9755,2016,ICE
9756,2016,ICE
9757,2016,ICE
9758,2016,ICE
9759,2016,ICE
9760,2016,ICE
9761,2016,ICE
9762,2016,ICE
9763,2016,ICE
9764,2016,ICE
9765,2016,ICE
9766,2016,ICE
9767,2016,ICE
9768,2016,ICE
9769,2016,ICE
9770,2016,ICE
9771,2016,ICE
9772,2016,ICE
9773,2016,ICE
9774,2017,ICE
9775,2017,ICE
9776,2017,ICE
9777,2017,ICE
9778,2017,ICE
9779,2017,ICE
9780,2017,ICE
9781,2017,ICE
9782,2017,ICE
9783,2017,ICE
9784,2017,ICE
9785,2017,ICE
9786,2017,ICE
9787,2017,ICE
9788,2017,ICE
9789,2017,ICE
9790,2017,ICE
9791,2017,ICE
9792,2017,ICE
9793,2017,ICE
9794,2018,EV
9795,2018,ICE
9796,2018,ICE
9797,2018,ICE
9798,2018,ICE
9799,2018,ICE
9800,2018,ICE
9801,2018,ICE
9802,2018,ICE
9803,2018,ICE
9804,2018,ICE
9805,2018,ICE
9806,2018,ICE
9807,2018,ICE
9808,2018,ICE
9809,2018,ICE
9810,2018,ICE
9811,2018,ICE
9812,2018,ICE
9813,2019,ICE
9814,2019,ICE
9815,2019,ICE
9816,2019,ICE
9817,2019,ICE
9818,2019,ICE
9819,2019,ICE
9820,2019,ICE
9821,2019,ICE
9822,2019,ICE
9823,2019,ICE
9824,2019,ICE
9825,2019,ICE
9826,2019,ICE
9827,2019,ICE
9828,2019,ICE
9829,2019,ICE
9830,2019,ICE
9831,2019,ICE
9832,2019,ICE
9833,2020,ICE
9834,2020,ICE
9835,2020,ICE
9836,2020,ICE
9837,2020,ICE
9838,2020,ICE
9839,2020,ICE
9840,2020,ICE
9841,2020,ICE
9842,2020,ICE
9843,2020,ICE
9844,2020,ICE
9845,2020,ICE
9846,2020,ICE
9847,2020,ICE
9848,2020,ICE
9849,2020,ICE
9850,2020,ICE
9851,2020,ICE
9852,2020,ICE
9853,2021,ICE
9854,2021,ICE
9855,2021,ICE
9856,2021,ICE
9857,2021,ICE
9858,2021,ICE
9859,2021,ICE
9860,2021,ICE
9861,2021,ICE
9862,2021,ICE
9863,2021,ICE
9864,2021,ICE
9865,2021,ICE
9866,2021,ICE
9867,2021,ICE
9868,2021,ICE
9869,2021,EV
9870,2021,ICE
9871,2021,ICE
9872,2021,ICE
9873,2011,ICE
9874,2011,ICE
9875,2011,ICE
9877,2011,ICE
9878,2011,ICE
9879,2011,ICE
9880,2011,ICE
9881,2011,ICE
9882,2011,ICE
9883,2011,ICE
9884,2011,ICE
9885,2011,ICE
9886,2011,ICE
9887,2011,ICE
9888,2011,ICE
9889,2011,ICE
9890,2011,ICE
9891,2011,ICE
9892,2011,ICE
9893,2012,ICE
9894,2012,ICE
9895,2012,ICE
9896,2012,ICE
9897,2012,ICE
9898,2012,ICE
9899,2012,ICE
9900,2012,ICE
9901,2012,ICE
9902,2012,ICE
9903,2012,ICE
9904,2012,ICE
9905,2012,ICE
9906,2012,ICE
9907,2012,ICE
9908,2012,ICE
9909,2012,ICE
9910,2012,ICE
9911,2012,ICE
9912,2012,ICE
9913,2013,ICE
9914,2013,ICE
9915,2013,ICE
9916,2013,ICE
9917,2013,ICE
9918,2013,ICE
9919,2013,ICE
9920,2013,ICE
9921,2013,ICE
9922,2013,EV
9923,2013,ICE
9924,2013,ICE
9925,2013,ICE
9926,2013,ICE
9927,2013,ICE
9928,2013,ICE
9929,2013,ICE
9930,2013,ICE
9931,2013,ICE
9932,2013,ICE
9933,2014,ICE
9935,2014,ICE
9936,2014,ICE
9937,2014,ICE
9938,2014,ICE
9939,2014,ICE
9940,2014,ICE
9941,2014,ICE
9942,2014,ICE
9943,2014,ICE
9944,2014,ICE
9945,2014,ICE
9946,2014,ICE
9947,2014,ICE
9948,2014,ICE
9949,2014,ICE
9950,2014,ICE
9951,2014,ICE
9952,2014,ICE
9953,2015,ICE
9954,2015,ICE
9955,2015,ICE
9956,2015,ICE
9957,2015,ICE
9958,2015,ICE
9959,2015,ICE
9960,2015,ICE
9961,2015,ICE
9962,2015,ICE
9963,2015,ICE
9964,2015,ICE
9965,2015,ICE
9966,2015,ICE
9967,2015,ICE
9968,2015,ICE
9969,2015,ICE
9970,2015,ICE
9971,2015,ICE
9972,2015,ICE
9973,2016,ICE
9974,2016,EV
9975,2016,ICE
9976,2016,ICE
9977,2016,ICE
9978,2016,ICE
9979,2016,ICE
9980,2016,ICE
9981,2016,ICE
